"id","engineManufacturerId","name","fullName","capacity","configuration","aspiration"
"renault-rs8-30-v10","renault","RS8","Renault RS8 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"renault-rs9-30-v10","renault","RS9","Renault RS9 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"renault-rs9b-30-v10","renault","RS9B","Renault RS9B 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"repco-620-30-v8","repco","620","Repco 620 3.0 V8",3.0,"V8","NATURALLY_ASPIRATED"
"repco-740-30-v8","repco","740","Repco 740 3.0 V8",3.0,"V8","NATURALLY_ASPIRATED"
"repco-860-30-v8","repco","860","Repco 860 3.0 V8",3.0,"V8","NATURALLY_ASPIRATED"
"sauber-2175a-35-v10","sauber","2175A","Sauber 2175A 3.5 V10",3.5,"V10","NATURALLY_ASPIRATED"
"sauber-2175b-35-v10","sauber","2175B","Sauber 2175B 3.5 V10",3.5,"V10","NATURALLY_ASPIRATED"
"scarab-25-l4","scarab","Scarab","Scarab 2.5 L4",2.5,"L4","NATURALLY_ASPIRATED"
"serenissima-m166-30-v8","serenissima","M166","Serenissima M166 3.0 V8",3.0,"V8","NATURALLY_ASPIRATED"
"subaru-1235-35-f12","subaru","1235","Subaru 1235 3.5 F12",3.5,"F12","NATURALLY_ASPIRATED"
"supertec-fb01-30-v10","supertec","FB01","Supertec FB01 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"supertec-fb02-30-v10","supertec","FB02","Supertec FB02 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"tag-heuer-f1-2016-16-v6-t-h","tag-heuer","F1-2016","TAG Heuer F1-2016 1.6 V6 T H",1.6,"V6","TURBOCHARGED_HYBRID"
"tag-heuer-f1-2017-16-v6-t-h","tag-heuer","F1-2017","TAG Heuer F1-2017 1.6 V6 T H",1.6,"V6","TURBOCHARGED_HYBRID"
"tag-heuer-f1-2018-16-v6-t-h","tag-heuer","F1-2018","TAG Heuer F1-2018 1.6 V6 T H",1.6,"V6","TURBOCHARGED_HYBRID"
"tag-tte-po1-15-v6-t","tag","TTE PO1","TAG TTE PO1 1.5 V6 T",1.5,"V6","TURBOCHARGED"
"talbot-lago-23cv-45-l6","talbot-lago","23CV","Talbot 23CV 4.5 L6",4.5,"L6","NATURALLY_ASPIRATED"
"tecno-series-p-30-f12","tecno","Series-P","Tecno Series-P 3.0 F12",3.0,"F12","NATURALLY_ASPIRATED"
"toro-rosso-16-v6-t-h","toro-rosso","Toro Rosso","Toro Rosso 1.6 V6 T H",1.6,"V6","TURBOCHARGED_HYBRID"
"toyota-rvx-02-30-v10","toyota","RVX-02","Toyota RVX-02 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"toyota-rvx-03-30-v10","toyota","RVX-03","Toyota RVX-03 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"toyota-rvx-04-30-v10","toyota","RVX-04","Toyota RVX-04 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"toyota-rvx-05-30-v10","toyota","RVX-05","Toyota RVX-05 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"toyota-rvx-06-24-v8","toyota","RVX-06","Toyota RVX-06 2.4 V8",2.4,"V8","NATURALLY_ASPIRATED"
"toyota-rvx-07-24-v8","toyota","RVX-07","Toyota RVX-07 2.4 V8",2.4,"V8","NATURALLY_ASPIRATED"
"toyota-rvx-08-24-v8","toyota","RVX-08","Toyota RVX-08 2.4 V8",2.4,"V8","NATURALLY_ASPIRATED"
"toyota-rvx-09-24-v8","toyota","RVX-09","Toyota RVX-09 2.4 V8",2.4,"V8","NATURALLY_ASPIRATED"
"vanwall-254-25-l4","vanwall","254","Vanwall 254 2.5 L4",2.5,"L4","NATURALLY_ASPIRATED"
"veritas-20-l6","veritas","Veritas","Veritas 2.0 L6",2.0,"L6","NATURALLY_ASPIRATED"
"weslake-58-30-v12","weslake","58","Weslake 58 3.0 V12",3.0,"V12","NATURALLY_ASPIRATED"
"yamaha-ox10a-35-v10","yamaha","OX10A","Yamaha OX10A 3.5 V10",3.5,"V10","NATURALLY_ASPIRATED"
"yamaha-ox10b-35-v10","yamaha","OX10B","Yamaha OX10B 3.5 V10",3.5,"V10","NATURALLY_ASPIRATED"
"yamaha-ox10c-30-v10","yamaha","OX10C","Yamaha OX10C 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"yamaha-ox11a-30-v10","yamaha","OX11A","Yamaha OX11A 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"yamaha-ox11c-d-30-v10","yamaha","OX11C/D","Yamaha OX11C/D 3.0 V10",3.0,"V10","NATURALLY_ASPIRATED"
"yamaha-ox88-35-v8","yamaha","OX88","Yamaha OX88 3.5 V8",3.5,"V8","NATURALLY_ASPIRATED"
"yamaha-ox99-35-v12","yamaha","OX99","Yamaha OX99 3.5 V12",3.5,"V12","NATURALLY_ASPIRATED"
"zakspeed-1500-4-15-l4-t","zakspeed","1500/4","Zakspeed 1500/4 1.5 L4 T",1.5,"L4","TURBOCHARGED"
